"","Name","Team","birthday","mlbid","playerid"
"1946","Jeffry Abreu","- - -",2000-01-28,674100,"sa3005810"
"1947","Jeffry Nino","Reds (R)",1996-09-26,660589,"sa875867"
"1948","Jefrey Souffront","Dodgers (R)",1997-05-23,660591,"sa872529"
"1949","Jefry Valdez","Rockies (A-)",1995-08-20,664585,"sa887660"
"1950","Jeifry Nunez","Rangers (R)",1998-04-01,660719,"sa873542"
"1951","Jeison Contreras","Blue Jays (R)",2000-01-07,672402,"sa3004859"
"1952","Jeison Pena","Red Sox (R)",1998-05-15,677801,"sa3005126"
"1953","Jeisson Cabrera","Dodgers (R)",1998-09-05,678922,"sa3006501"
"1954","Jeisson Fana","- - -",1999-01-29,666863,"sa921029"
"1955","Jender De Jesus","- - -",1998-01-03,674345,"sa3003135"
"1956","Jenri Montas","- - -",1996-08-10,667752,"sa916729"
"1957","Jenrry Gonzalez","Angels (R)",2001-06-07,678404,"sa3006485"
"1958","Jerald Cabrera","- - -",2001-08-26,678903,"sa3006388"
"1959","Jeremis Herrera","Rangers (R)",1999-07-03,680878,"sa3008471"
"1960","Jeremy Beasley","- - -",1995-11-20,676886,"sa3004225"
"1961","Jeremy Galan","Rays (R)",1998-10-30,672660,"sa3003012"
"1962","Jeremy Kivel","- - -",1993-10-16,621149,"sa658152"
"1963","Jeremy McKinney","- - -",1994-12-08,676944,"sa915723"
"1964","Jeremy Molero","Astros (R)",1999-11-08,678288,"sa3006110"
"1965","Jeremy Ovalle","- - -",1997-01-17,650669,"sa828493"
"1966","Jeremy Rhoades","- - -",1993-02-12,656889,"sa827471"
"1967","Jeremy Walker","- - -",1995-06-12,668683,"sa917990"
"1968","Jeronimo Castro","- - -",1996-09-03,669875,"sa917880"
"1969","Jerry D'Andrea","Reds (R)",1996-05-23,682520,"sa3007275"
"1970","Jerry Keel","- - -",1993-09-26,664843,"sa856543"
"1971","Jerryell Rivera","- - -",1999-04-19,676219,"sa3004945"
"1972","Jerson Ramirez","- - -",1998-11-24,678258,"sa3006541"
"1973","Jerson Severino","Giants (R)",1998-07-30,667551,"sa916840"
"1974","Jervic Chavez","Astros (R)",1997-02-08,670902,"sa3002916"
"1975","Jess Amedee","Pirates (A+)",1993-09-05,657493,"sa829449"
"1976","Jesse Adams","- - -",1993-08-12,629978,"sa857654"
"1977","Jesse Estrada","Mexican (AAA)",1983-10-27,453526,"sa273164"
"1978","Jesse Lepore","- - -",1996-06-15,662008,"sa3004633"
"1979","Jesse Scholtens","- - -",1994-04-06,669947,"sa918144"
"1980","Jesse Stallings","- - -",1994-10-27,670164,"sa915635"
"1981","Jesse Stinnett","Rockies (R)",1995-07-12,683136,"sa3008574"
"1982","Jesus Alcantar","Mexican (AAA)",1994-03-05,675866,"sa3002590"
"1983","Jesus Anguamea","Mexican (AAA)",1993-12-21,642856,"sa737569"
"1984","Jesus Balaguer","Astros (A+)",1993-08-12,674760,"sa3004090"
"1985","Jesus Barraza","- - -",1990-11-03,571329,"sa504962"
"1986","Jesus Brea","Brewers (R)",1995-12-25,644368,"sa828824"
"1987","Jesus Camargo","Cubs (A)",1995-11-23,659168,"sa841386"
"1988","Jesus Castillo","Angels (AA)",1995-08-27,612792,"sa657701"
"1989","Jesus Ceballos","- - -",1997-01-09,670543,"sa919498"
"1990","Jesus Cisneros","Padres (R)",2000-12-07,678390,"sa3006360"
"1991","Jesus Cruz","- - -",1995-04-15,672911,"sa3001066"
"1992","Jesus Garcia","Rangers (R)",1999-07-03,665830,"sa3006477"
"1993","Jesus Garcia","- - -",1993-02-08,622319,"sa656847"
"1994","Jesus Gomez","Giants (R)",2001-04-01,678397,"sa3005823"
"1995","Jesus Gomez","Cubs (R)",1999-04-09,680619,"sa3006409"
"1996","Jesus Gonzalez","Padres (R)",2001-06-12,678870,"sa3006069"
"1997","Jesus Hernandez","Rays (R)",2001-07-10,680856,"sa3006559"
"1998","Jesus Huerta","Mexican (AAA)",1994-09-28,675546,"sa3002578"
"1999","Jesus Juarez","Mexican (AAA)",1997-10-27,677744,"sa3004994"
"2000","Jesus Lage","Athletics (A)",1997-12-01,660734,"sa872494"
"2001","Jesus Leon","Angels (R)",2001-02-06,678496,"sa3006124"
"2002","Jesus Linarez","- - -",1997-01-10,658655,"sa832333"
"2003","Jesus Liranzo","- - -",1995-03-07,622338,"sa658076"
"2004","Jesus Luzardo","- - -",1997-09-30,666200,"sa917981"
"2005","Jesus Monserratt","Athletics (R)",1997-01-03,650749,"sa828449"
"2006","Jesus Ortiz","- - -",1997-08-04,664712,"sa875401"
"2007","Jesus Ozoria","Mariners (R)",1998-06-01,675196,"sa3002819"
"2008","Jesus Pirela","Mexican (AAA)",1989-03-13,514919,"sa504880"
"2009","Jesus Rodriguez","Tigers (A)",1998-02-16,660765,"sa871769"
"2010","Jesus Roman","- - -",2000-05-25,681611,"sa3005878"
"2011","Jesus Rondon","White Sox (R)",1999-09-22,679366,"sa3005704"
"2012","Jesus Rosario","Marlins (R)",1999-10-25,673749,"sa3003120"
"2013","Jesus Rosillo","Red Sox (R)",2000-01-19,678813,"sa3005842"
"2014","Jesus Sanchez","Marlins (R)",1999-04-08,665825,"sa917897"
"2015","Jesus Tejada","Cubs (R)",1996-10-24,660540,"sa873458"
"2016","Jesus Tinoco","Rockies (AA)",1995-04-30,622786,"sa657723"
"2017","Jesus Toledo","Twins (R)",1999-08-25,672603,"sa3002606"
"2018","Jesus Tona","Giants (A-)",1996-03-30,660506,"sa872807"
"2019","Jesus Turizo","- - -",2001-05-09,682555,"sa3007938"
"2020","Jesus Valenzuela","Mexican (AAA)",1996-02-13,681008,"sa3005421"
"2021","Jesus Valles","Pirates (R)",1997-12-15,679973,"sa3005866"
"2022","Jesus Vargas","- - -",1998-08-18,660788,"sa877526"
"2023","Jesus Zambrano","Athletics (A)",1996-08-23,642508,"sa737066"
"2024","Jeyson Sanchez","Angels (A)",1994-07-04,657329,"sa828118"
"2025","Jhairon Leal","- - -",1998-08-21,666276,"sa917521"
"2026","Jhenderson Hurtado","- - -",1996-03-28,642380,"sa828710"
"2027","Jherson Pereira","Astros (R)",1997-01-27,679807,"sa3006504"
"2028","Jheyson Caraballo","Mariners (A-)",1995-10-16,668525,"sa917327"
"2029","Jhoan Cruz","Brewers (R)",2000-05-31,680991,"sa3006512"
"2030","Jhoan Dominguez","Blue Jays (R)",2000-01-29,678293,"sa3006112"
"2031","Jhoan Duran","- - -",1998-01-08,661395,"sa873347"
"2032","Jhoan Hernandez","Tigers (R)",1999-04-21,665954,"sa917007"
"2033","Jhoan Quijada","- - -",1994-12-27,642400,"sa736624"
"2034","Jhoanbert Cedeno","- - -",1998-02-12,660735,"sa871746"
"2035","Jhoendri Herrera","Diamondbacks (R)",1994-06-06,669852,"sa922362"
"2036","Jhon Peluffo","- - -",1997-06-16,655988,"sa828540"
"2037","Jhon Romero","- - -",1995-01-17,664584,"sa885679"
"2038","Jhon Vergara","Indians/Brewers (R)",2000-04-04,681727,"sa3006420"
"2039","Jhon Victorino","Cardinals (R)",1998-10-01,673313,"sa3003095"
"2040","Jhonatan German","- - -",1995-01-24,666022,"sa883710"
"2041","Jhonatan Jaquez","Diamondbacks (R)",1996-09-10,677718,"sa3005208"
"2042","Jhonatan Munoz","- - -",1999-08-10,666472,"sa916947"
"2043","Jhonathan Diaz","- - -",1996-09-13,646242,"sa828483"
"2044","Jhonfran Escalona","Mets (R)",1999-04-08,675133,"sa3003152"
"2045","Jhoniel Sepulveda","Braves (R)",1997-05-15,660409,"sa877506"
"2046","Jhonleider Salinas","- - -",1995-09-25,662959,"sa873497"
"2047","Jhonneyver Gutierrez","Indians (R)",1998-12-24,666845,"sa917815"
"2048","Jhonny Mateo","- - -",1994-08-19,625733,"sa737352"
"2049","Jhonny Valdez","- - -",1998-08-10,667380,"sa917393"
"2050","Jhordany Mezquita","Phillies (A-)",1998-01-30,674245,"sa3004860"
"2051","Jhosmer Alvarez","- - -",2001-06-29,678493,"sa3005437"
"2052","Jim Voyles","Cardinals (A-)",1995-03-20,650397,"sa3004825"
"2053","Jimmy Herget","Reds (AAA)",1993-09-09,623474,"sa658965"
"2054","Jimmy Lambert","- - -",1994-11-18,669424,"sa918003"
"2055","Jimmy Murphy","Orioles (A-)",1994-10-14,676624,"sa3004665"
"2056","Jio Orozco","Yankees (A)",1997-08-15,663463,"sa875701"
"2057","JJ Muno","White Sox (A+)",1993-12-21,676827,"sa3004176"
"2058","JJ Santa Cruz","- - -",1996-01-15,682519,"sa3007274"
"2059","Joan Adon","- - -",1998-08-12,672851,"sa3002614"
"2060","Joan Baez","Nationals (A+)",1994-12-26,642609,"sa828412"
"2061","Joan Gregorio","- - -",1992-01-12,593340,"sa547815"
"2062","Joan Hernandez","Phillies (R)",1999-07-07,678266,"sa3006109"
"2063","Joan Martinez","Red Sox (A+)",1996-08-29,667355,"sa917483"
"2064","Joan Valdez","Dodgers (R)",1999-03-10,672662,"sa3003013"
"2065","Joander Suarez","- - -",2000-02-27,680933,"sa3008263"
"2066","Joandris Tolentino","- - -",1999-11-21,679365,"sa3005854"
"2067","Joaquin De La Cruz","Brewers (A)",1995-10-13,644381,"sa739539"
"2068","Joaquin Genao","Rays (R)",2000-02-22,678887,"sa3005845"
"2069","Joaquin Lara","Mexican (AAA)",1996-01-09,664466,"sa871171"
"2070","Jodd Carter","Indians (AA)",1996-07-20,656293,"sa829534"
"2071","Joe Barlow","Rangers (A)",1995-09-28,669618,"sa919113"
"2072","Joe Broussard","Dodgers (AAA)",1991-01-28,657530,"sa708442"
"2073","Joe Cavallaro","- - -",1995-07-19,676860,"sa3004599"
"2074","Joe Cronin","Twins (A+)",1994-05-15,630063,"sa857761"
"2075","Joe DiBenedetto","Blue Jays (R)",1995-05-25,676926,"sa873612"
"2076","Joe Filomeno","Rangers (AA)",1992-12-31,595947,"sa709552"
"2077","Joe Galindo","- - -",1995-05-16,669287,"sa918265"
"2078","Joe Gatto","- - -",1995-06-14,656450,"sa828693"
"2079","Joe Gunkel","- - -",1991-12-30,641646,"sa738176"
"2080","Joe Harvey","- - -",1992-01-09,642840,"sa827455"
"2081","Joe Jacques","- - -",1995-03-11,682175,"sa3007493"
"2082","Joe Mockbee","- - -",1995-01-07,676921,"sa915647"
"2083","Joe Mortillaro","Dodgers (R)",1993-09-14,671805,"sa945908"
"2084","Joe Navilhon","- - -",1993-07-13,667700,"sa918459"
"2085","Joe Palumbo","- - -",1994-10-26,643478,"sa738453"
"2086","Joe Pistorese","Mariners (AA)",1992-10-15,607057,"sa602696"
"2087","Joe Ryan","Rays (A-)",1996-06-05,657746,"sa3007584"
"2088","Joe Strzelecki","Marlins (R)",1996-03-16,682194,"sa3007971"
"2089","Joe Zanghi","- - -",1994-12-01,642236,"sa875398"
"2090","Joel Bender","Reds (AA)",1991-08-03,592139,"sa549763"
"2091","Joel Cesar","Pirates (A)",1996-01-26,666802,"sa917887"
"2092","Joel Condreay","Rockies (A-)",1996-07-05,682154,"sa3008102"
"2093","Joel Espinal","- - -",1996-08-15,660502,"sa873200"
"2094","Joel Huertas","- - -",1996-02-14,656563,"sa829206"
"2095","Joel Inoa","- - -",1996-02-21,670485,"sa919027"
"2096","Joel Kuhnel","Reds (A+)",1995-02-19,669270,"sa918205"
"2097","Joel Munoz","Indians/Brewers (R)",1996-12-26,676315,"sa3003433"
"2098","Joel Payamps","- - -",1994-04-07,606303,"sa597219"
"2099","Joel Pinto","- - -",1996-09-25,664800,"sa875901"
"2100","Joel Seddon","Athletics (AA)",1992-07-13,607080,"sa599194"
"2101","Joelvis Del Rosario","Pirates (R)",2001-04-16,679052,"sa3008486"
"2102","Joensy Abreu","Yankees (R)",1997-12-29,674286,"sa3004655"
"2103","Joey Cantillo","- - -",1999-12-18,676282,"sa3005246"
"2104","Joey DeNato","- - -",1992-03-17,657560,"sa621650"
"2105","Joey Gerber","- - -",1997-05-03,680702,"sa3006700"
"2106","Joey Gonzalez","Astros (R)",1997-01-10,682111,"sa3007628"
"2107","Joey Gonzalez","- - -",1997-01-10,682111,"sa3007858"
"2108","Joey Marciano","- - -",1995-01-11,664006,"sa3004637"
"2109","Joey Markus","Royals (R)",1996-05-29,664841,"sa875310"
"2110","Joey Matulovich","Brewers (R)",1997-07-06,664771,"sa3008274"
"2111","Joey Murray","Blue Jays (A-)",1996-09-23,680765,"sa3007234"
"2112","Joey O'Brien","Mariners (R)",1997-11-28,681809,"sa3007246"
"2113","Joey Pulido","- - -",1995-09-25,679721,"sa3006819"
"2114","Joey Wentz","Braves (A+)",1997-10-06,666214,"sa917946"
"2115","Johan Armado","Mets (R)",2001-05-04,681686,"sa3006168"
"2116","Johan Belisario","- - -",1993-08-13,591611,"sa546553"
"2117","Johan Cuevas","Rays (R)",2000-05-08,677929,"sa3005238"
"2118","Johan De Jesus","Pirates (R)",1996-08-01,642699,"sa736958"
"2119","Johan Dominguez","- - -",1996-01-18,667339,"sa916727"
"2120","Johan Herrera","Giants (R)",1998-12-08,665844,"sa916838"
"2121","Johan Lopez","Tigers (R)",1999-04-05,679740,"sa3005705"
"2122","Johan Lopez","Cubs (R)",1998-08-31,679597,"sa3005857"
"2123","Johan Martinez","Red Sox (R)",1999-04-07,677896,"sa3005180"
"2124","Johan Oviedo","Cardinals (A)",1998-03-02,670912,"sa922365"
"2125","Johan Quezada","- - -",1994-08-25,629498,"sa736898"
"2126","Johendi Jiminian","Mariners (AA)",1992-10-14,593977,"sa550714"
"2127","John Brontsema","Royals (AA)",1994-12-13,670424,"sa918625"
"2128","John Curtis","- - -",1995-10-15,676618,"sa3004467"
"2129","John Fasola","Rangers (AA)",1991-12-12,592296,"sa550022"
"2130","John Gavin","- - -",1995-10-10,656451,"sa829790"
"2131","John Ghyzel","Reds (A)",1996-05-18,676741,"sa3004473"
"2132","John Gorman","Athletics (AA)",1992-02-19,595966,"sa602627"
"2133","John Hayes","Tigers (A)",1993-01-07,670386,"sa918566"
"2134","John Kilichowski","- - -",1994-05-17,624509,"sa873677"
"2135","John King","- - -",1994-09-14,667463,"sa3008587"
"2136","John Millan","Mexican (AAA)",1995-06-27,677700,"sa3004992"
"2137","John O'Reilly","- - -",1995-10-04,682615,"sa3008134"
"2138","John Parke","- - -",1995-01-03,641949,"sa3003988"
"2139","John Pomeroy","- - -",1994-10-09,641986,"sa918291"
"2140","John Richy","Mariners (A+)",1992-07-28,656892,"sa828800"
"2141","John Rooney","- - -",1997-01-28,680701,"sa3008417"
"2142","John Russell","- - -",1995-10-17,676707,"sa3004771"
"2143","John Sansone","Reds (A+)",1993-09-15,623518,"sa659304"
"2144","John Schreiber","Tigers (AA)",1994-03-05,670167,"sa918315"
"2145","John Simms","Nationals (AAA)",1992-01-17,592745,"sa550088"
"2146","John Swanda","Angels (R)",1999-03-18,676191,"sa3004944"
"2147","John Timmins","Giants (A)",1994-01-20,670359,"sa918821"
"2148","Johneshwy Fargas","Giants (A+)",1994-12-15,641561,"sa737941"
"2149","Johnnie Schneider","Reds (R)",1997-06-30,682104,"sa3007489"
"2150","Johnny Adams","Mariners (A)",1994-09-02,650626,"sa873596"
"2151","Johnny Magliozzi","- - -",1991-07-21,596026,"sa599745"
"2152","Johnny Morell","Angels (R)",1997-10-30,670225,"sa918739"
"2153","Johsson Arias","Orioles (R)",1994-04-03,668559,"sa917475"
"2154","Jojanse Torres","Astros (R)",1995-08-04,666672,"sa3006955"
"2155","JoJo Romero","Phillies (AA)",1996-09-09,668941,"sa917955"
"2156","Jon Duplantier","- - -",1994-07-11,641541,"sa874168"
"2157","Jon Harris","- - -",1993-10-16,622247,"sa658929"
"2158","Jon Heasley","Royals (R)",1997-01-27,669169,"sa3007211"
"2159","Jon Kennedy","- - -",1994-09-20,626943,"sa914407"
"2160","Jon Malmin","- - -",1994-09-02,641818,"sa3002745"
"2161","Jon Olczak","- - -",1993-11-14,664144,"sa875297"
"2162","Jon Perrin","- - -",1993-05-23,657714,"sa829664"
"2163","Jonah Wesely","- - -",1994-12-08,642196,"sa737935"
"2164","Jonaiker Villalobos","Marlins (R)",1999-07-11,665690,"sa919870"
"2165","Jonas De La Cruz","Phillies (R)",1998-01-01,672398,"sa3002680"
"2166","Jonas Wyatt","Indians (R)",1997-09-16,663454,"sa875171"
"2167","Jonathan Almonte","Diamondbacks (R)",2000-08-09,681163,"sa3008275"
"2168","Jonathan Bermudez","Astros (R)",1995-10-16,642834,"sa3007832"
"2169","Jonathan Bowlan","Royals (R)",1996-12-01,680742,"sa3006973"
"2170","Jonathan Bruzual","- - -",2000-02-15,672443,"sa3002952"
"2171","Jonathan Castellanos","- - -",1981-09-17,459372,"sa200086"
"2172","Jonathan Cheshire","Blue Jays (A+)",1994-11-15,677012,"sa3004362"
"2173","Jonathan Dziedzic","Royals (AAA)",1991-02-04,571639,"sa659070"
"2174","Jonathan Frutos","Mexican (AAA)",1993-11-02,680025,"sa3005367"
"2175","Jonathan Guzman","Padres (A-)",1995-02-08,664368,"sa874249"
"2176","Jonathan Hennigan","- - -",1994-08-27,670125,"sa918447"
"2177","Jonathan Hernandez","- - -",1996-07-06,642546,"sa737482"
"2178","Jonathan Partida","Mexican (AAA)",1998-06-22,674476,"sa977114"
"2179","Jonathan Stiever","White Sox (R)",1997-05-12,680692,"sa3007233"
"2180","Jonathan Teaney","Indians (A)",1996-01-28,657034,"sa829674"
"2181","Jonathan Vasquez","- - -",2000-01-25,677675,"sa3006540"
"2182","Jonelvy Molina","Blue Jays (A+)",1997-03-18,665785,"sa917179"
"2183","Jonny Romero","- - -",1999-03-05,673956,"sa3002810"
"2184","Jordan Aboites","- - -",1994-08-04,661518,"sa977122"
"2185","Jordan Balazovic","Twins (A)",1998-09-17,666364,"sa918017"
"2186","Jordan Barrett","- - -",1995-06-24,676751,"sa3004349"
"2187","Jordan Betts","Red Sox (AA)",1991-10-06,657515,"sa827329"
"2188","Jordan Desguin","Mariners (A+)",1993-10-30,665144,"sa876259"
"2189","Jordan Floyd","Royals (R)",1995-02-23,641578,"sa738440"
"2190","Jordan Foley","Yankees (AA)",1993-07-12,607225,"sa599323"
"2191","Jordan Gore","Twins (A)",1994-08-03,641625,"sa3004127"
"2192","Jordan Guerrero","- - -",1994-05-31,622218,"sa658262"
"2193","Jordan Guerrero","- - -",1996-08-01,663910,"sa875153"
"2194","Jordan Harrison","- - -",1991-04-09,571751,"sa502697"
"2195","Jordan Holloway","- - -",1996-06-13,656548,"sa829245"
"2196","Jordan Jess","Pirates (A+)",1993-01-29,662112,"sa918756"
"2197","Jordan Johnson","- - -",1993-09-15,607588,"sa602658"
"2198","Jordan Kipper","- - -",1992-10-06,607601,"sa602555"
"2199","Jordan Mejia","Mexican (AAA)",1991-04-06,621196,"sa658533"
"2200","Jordan Milbrath","- - -",1991-08-01,641872,"sa738636"
"2201","Jordan Mills","- - -",1992-05-11,643458,"sa738394"
"2202","Jordan Minch","- - -",1993-07-16,621356,"sa827492"
"2203","Jordan Procyshen","Red Sox (A+)",1993-03-11,601714,"sa829345"
"2204","Jordan Romano","- - -",1993-04-21,605447,"sa829155"
"2205","Jordan Scheftz","- - -",1995-08-31,670269,"sa918725"
"2206","Jordan Scott","Giants (R)",1995-04-03,682430,"sa3008133"
"2207","Jordan Sheffield","- - -",1995-06-01,642068,"sa738245"
"2208","Jordan Stephens","- - -",1992-09-12,596111,"sa875031"
"2209","Jordan Watson","- - -",1993-09-14,670038,"sa918043"
"2210","Jordan Weems","- - -",1992-11-07,607179,"sa597862"
"2211","Jordan Yamamoto","- - -",1996-05-11,657141,"sa829040"
"2212","Jordany Ventura","Mets (R)",2000-07-06,683094,"sa3008542"
"2213","Jordi Martinez","Phillies (R)",2000-07-18,679025,"sa3006141"
"2214","Jordy Ortega","Pirates (R)",1999-10-17,681589,"sa3006589"
"2215","Jorgan Cavanerio","- - -",1994-08-18,606190,"sa598143"
"2216","Jorge Alcala","- - -",1995-07-28,660896,"sa873325"
"2217","Jorge Baez","Tigers (R)",1995-05-09,656073,"sa828468"
"2218","Jorge Bautista","Braves (R)",2000-12-10,682926,"sa3008406"
"2219","Jorge Benitez","- - -",1999-06-01,676221,"sa3004462"
"2220","Jorge Castillo","Mexican (AAA)",1981-11-03,463669,"sa508060"
"2221","Jorge Cespedes","- - -",1996-06-26,668598,"sa658209"
"2222","Jorge Ferrer","White Sox (R)",2000-09-05,680617,"sa3005708"
"2223","Jorge Guzman","Marlins (A+)",1996-01-28,660422,"sa872759"
"2224","Jorge Ibarra","Mexican (AAA)",1987-09-22,496005,"sa509258"
"2225","Jorge Juan","Athletics (R)",1999-03-06,678478,"sa3005826"
"2226","Jorge Labrador","- - -",1999-03-09,665646,"sa916839"
"2227","Jorge Leo","Padres (R)",1998-02-18,677803,"sa3005684"
"2228","Jorge Mallen","Reds (R)",1998-04-05,673658,"sa3003112"
"2229","Jorge Martinez","Athletics (R)",1996-01-05,656051,"sa828711"
"2230","Jorge Ortega","- - -",1993-06-20,606256,"sa597019"
"2231","Jorge Pantoja","- - -",1994-03-26,664090,"sa876046"
"2232","Jorge Quinones","Mexican (AAA)",1994-09-16,634323,"sa729217"
"2233","Jorge Remon","Cubs (R)",2001-02-03,678612,"sa3005441"
"2234","Jorge Reyes","- - -",1987-12-07,572064,"sa501947"
"2235","Jorge Rivera","Mexican (AAA)",1994-04-27,653857,"sa824922"
"2236","Jorge Rodriguez","Red Sox (R)",2000-08-25,681659,"sa3006074"
"2237","Jorge Tavarez","- - -",1995-08-04,664590,"sa872546"
"2238","Josan Mendez","Marlins (R)",2000-07-10,678424,"sa3006122"
"2239","Josdeiker Marcano","Giants (R)",1999-08-20,672672,"sa3005428"
"2240","Jose A. Ferrer","Nationals (R)",2000-03-03,678606,"sa3006373"
"2241","Jose Alberro","Brewers (R)",1998-02-02,671185,"sa924306"
"2242","Jose Alberto Rivera","- - -",1997-02-14,673277,"sa3003090"
"2243","Jose Albertos","- - -",1998-11-07,666016,"sa919907"
"2244","Jose Alcala","- - -",2000-02-21,678385,"sa3005821"
"2245","Jose Alcantara","Diamondbacks (R)",1999-08-03,682549,"sa3007819"
"2246","Jose Alejandro","Orioles (R)",1995-06-20,664357,"sa873154"
"2247","Jose Amaya","Pirates (R)",2000-02-28,678406,"sa3006121"
"2248","Jose Antonio Hernandez","Astros (R)",1999-06-18,669788,"sa917239"
"2249","Jose Appleton","Tigers (R)",1997-07-02,660574,"sa873450"
"2250","Jose Ballista","Royals (R)",2000-09-04,678791,"sa3006497"
"2251","Jose Barajas","Mexican (AAA)",1988-02-25,542909,"sa455494"
"2252","Jose Bens","Red Sox (R)",1995-03-04,678925,"sa3007899"
"2253","Jose Bermudez","Twins (R)",1998-01-08,660712,"sa872813"
"2254","Jose Betances","Astros (R)",1999-10-17,677643,"sa3004867"
"2255","Jose Bravo","- - -",1997-06-10,670986,"sa923839"
"2256","Jose Brito","Blue Jays (R)",1999-09-19,678270,"sa3005434"
"2257","Jose Butto","- - -",1998-03-19,676130,"sa3003166"
"2258","Jose Cabrera","Padres (R)",1998-09-26,665916,"sa917408"
"2259","Jose Canela","Mariners (R)",1995-12-10,667333,"sa917595"
"2260","Jose Castillo","Reds (R)",1996-06-10,660503,"sa872868"
"2261","Jose Cerda","Rays (R)",1999-10-18,679197,"sa3005852"
"2262","Jose Chacin","- - -",1997-03-25,666658,"sa917323"
"2263","Jose Conopoima","Phillies (R)",2000-03-01,674290,"sa3003134"
"2264","Jose Cruz","Giants (R)",2000-05-18,678804,"sa3006383"
"2265","Jose Cuas","Brewers (A)",1994-06-28,621016,"sa658962"
"2266","Jose De Leon","Royals (R)",1995-04-19,660872,"sa873719"
"2267","Jose De Los Santos","Rays (R)",1999-09-19,672649,"sa3006478"
"2268","Jose De Los Santos","Nationals (A-)",1997-01-14,668536,"sa918135"
"2269","Jose Diaz","Tigers (R)",2000-05-12,681631,"sa3005709"
"2270","Jose Diaz","Orioles (A-)",1996-08-01,660512,"sa873337"
"2271","Jose Disla","- - -",1996-03-11,640017,"sa748874"
"2272","Jose Espada","Blue Jays (A-)",1997-02-22,664744,"sa875064"
"2273","Jose Espiritu","Brewers (R)",1998-11-20,682902,"sa3008277"
"2274","Jose Flores","- - -",1989-06-04,501320,"sa503583"
"2275","Jose Frutos","Mexican (AAA)",1997-07-07,680024,"sa3005382"
"2276","Jose Garcia","Padres (R)",1998-02-19,673309,"sa3002804"
"2277","Jose Garcia","Mets (AA)",1994-11-03,622511,"sa657393"
"2278","Jose Geraldo","Padres (R)",1999-01-30,678980,"sa3006070"
"2279","Jose Geronimo","- - -",1997-10-26,660828,"sa3002904"
"2280","Jose Gomez","Cubs (R)",1997-03-15,672436,"sa3002950"
"2281","Jose Gomez","Mexican (AAA)",1990-10-09,680824,"sa3005419"
"2282","Jose Gomez","Orioles (R)",1996-09-23,666512,"sa917974"
"2283","Jose Gonzalez","- - -",1998-07-27,664338,"sa877017"
"2284","Jose Guevara","Twins (R)",1998-10-02,678269,"sa3005816"
"2285","Jose Haros","Mexican (AAA)",1994-12-26,641665,"sa3005399"
"2286","Jose Hernandez","- - -",1995-05-01,664353,"sa879512"
"2287","Jose Hernandez","Dodgers (R)",1997-12-31,669796,"sa928463"
"2288","Jose Jimenez","Nationals (R)",1996-12-07,645290,"sa829079"
"2289","Jose Jimenez","Phillies (A-)",1997-09-25,667349,"sa917751"
"2290","Jose Larez","Red Sox (R)",1997-01-12,677658,"sa3005123"
"2291","Jose Lopez","Rays (R)",1999-02-15,673111,"sa3003055"
"2292","Jose Lopez","Reds (AAA)",1993-09-01,656661,"sa709715"
"2293","Jose Lopez","Diamondbacks (R)",1996-12-15,645446,"sa828392"
"2294","Jose Lopez Cruz","Mexican (AAA)",1989-09-23,573352,"sa509287"
"2295","Jose Luna","Mexican (AAA)",1998-02-12,682779,"sa3008075"
"2296","Jose Maita","Giants (R)",1997-12-23,660843,"sa873316"
"2297","Jose Maldonado","Pirates (R)",1999-01-17,678256,"sa3008403"
"2298","Jose Manuel Lopez","Mexican (AAA)",1984-11-27,477479,"sa593936"
"2299","Jose Marcano","- - -",1999-03-10,672873,"sa3003047"
"2300","Jose Marrujo","Mexican (AAA)",1992-09-21,591732,"sa546533"
"2301","Jose Marte","Giants (A)",1996-06-14,665896,"sa917458"
"2302","Jose Martinez","- - -",1999-04-23,672866,"sa3002796"
"2303","Jose Martinez","Orioles (R)",2000-02-02,672787,"sa3003033"
"2304","Jose Martinez","Twins (A)",1996-10-29,650335,"sa828472"
"2305","Jose Mejias","Red Sox (R)",1999-03-13,666616,"sa917533"
"2306","Jose Meraz","- - -",1987-12-05,576028,"sa509483"
"2307","Jose Montilla","Braves (R)",1998-06-04,673387,"sa3003102"
"2308","Jose Mora","Athletics (A-)",1997-10-01,664330,"sa875839"
"2309","Jose Moreno","Cardinals (R)",2000-08-20,673659,"sa3003113"
"2310","Jose Moreno","Mets (R)",1996-07-31,658741,"sa836384"
"2311","Jose Mujica","- - -",1996-06-29,620445,"sa739763"
"2312","Jose Natera","- - -",1999-11-30,672778,"sa3003031"
"2313","Jose Nin","White Sox (A)",1995-06-20,650804,"sa828548"
"2314","Jose Oca","- - -",1999-02-28,666647,"sa917346"
"2315","Jose Olague","Braves (R)",1998-12-13,677691,"sa3005352"
"2316","Jose Ortega","Reds (R)",1999-11-08,678351,"sa3005820"
"2317","Jose Oyervides","- - -",1982-02-18,454968,"sa202000"
"2318","Jose Palacio","Phillies (R)",2000-02-07,673178,"sa3005682"
"2319","Jose Parra","Brewers (R)",1997-03-18,674446,"sa3003141"
"2320","Jose Paulino","Cubs (A+)",1995-04-09,622727,"sa657308"
"2321","Jose Peguero","- - -",1998-08-08,672472,"sa3002962"
"2322","Jose Pena","- - -",1991-03-22,576968,"sa510341"
